Lnum	basehw	compound	resolution	in_sanhw1
4659	grAha	Pāṇi-	pARigrAha	True
4659	grAha	Pārṣṇi-	pArzRigrAha	True
4659	grAha	Vandi-	vandigrAha	True
4659	grAha	Sūtra-	sUtragrAha	True
4661	grAhavant	Bhīma-	BImagrAhavant	True
4661	grAhavant	Rāga-grāha + vant	rAga-grAha + vant	False
4662	grAhin	Guṇa-	guRagrAhin	True
4662	grAhin	Pallava-	pallavagrAhin	True
4662	grAhin	Vacana-	vacanagrAhin	True
4662	grAhin	Vinaya-	vinayagrAhin	True
4663	grIvA	Aśva-grīva	aSva-grIva	False
4663	grIvA	Ud-grīva	ud-grIva	False
4663	grIvA	Kambu-	kambugrIvA	True
4663	grIvA	Citra-grīva	citra-grIva	False
4663	grIvA	Daśagrīva	daSagrIva	True
4663	grIvA	Niṣka-grīva	nizka-grIva	False
4663	grIvA	Nīla-grīva	nIla-grIva	False
4663	grIvA	Mahā-grīva	mahA-grIva	False
4663	grIvA	Vakra-	vakragrIvA	False
4663	grIvA	Su-	sugrIvA	False
4663	grIvA	Haya-	hayagrIvA	True
4684	Gaw	Su-	suGaw	False
4685	Gawa	Dus-	dusGawa	False
4697	Gana	Sa-	saGana	True
4697	Gana	Stamba-	stambaGana	True
4712	GAta	Danta-	dantaGAta	True
4712	GAta	Viśvāsa-	viSvAsaGAta	True
4712	GAta	Sa-mūla-	sa-mUlaGAta	False
4713	GAtaka	Viśvāsa-	viSvAsaGAtaka	True
4715	GAtin	Atmaghātin	atmaGAtin	False
4715	GAtin	Kāla-	kAlaGAtin	True
4715	GAtin	Grāma-	grAmaGAtin	True
4715	GAtin	Pitṛ-	pitfGAtin	True
4715	GAtin	Viśvāsa-	viSvAsaGAtin	True
4717	GAsa	Aśva-	aSvaGAsa	True
4732	GUrRa	Timira-	timiraGUrRa	False
4732	GUrRa	Mahā-	mahAGUrRa	False
4738	GfRA	Nirghṛṇa	nirGfRa	True
4738	GfRA	Sa-nis-	sa-nisGfRA	False
4742	GfRin	A-	aGfRin	True
4754	Gora	Su-	suGora	True
4756	Goza	Dama-	damaGoza	True
4756	Goza	Nandi-	nandiGoza	True
4756	Goza	Mahā-	mahAGoza	True
4756	Goza	Siṃha-	siMhaGoza	True
4756	Goza	Sukhapuṇyāha-	suKapuRyAhaGoza	True
4756	Goza	Strī-	strIGoza	True
4762	GrA	A-	aGrA	True
4774	cakra	Eka-	ekacakra	True
4774	cakra	Kāla-	kAlacakra	True
4774	cakra	Dikcakra	dikcakra	True
4774	cakra	Dharma-	Darmacakra	True
4774	cakra	Para-	paracakra	True
4774	cakra	Mātṛ-	mAtfcakra	True
4774	cakra	Rāśi-	rASicakra	True
4774	cakra	Hiraṇya-	hiraRyacakra	True
4777	cakrabAla	Daṇḍa-	daRqacakrabAla	False
4777	cakrabAla	Diś-	diScakrabAla	False
4777	cakrabAla	Sa-mātṛ-	sa-mAtfcakrabAla	False
4787	cakzas	Viśva-	viSvacakzas	True
4792	cakzus	A-	acakzus	True
4792	cakzus	Ghrāṇa-	GrARacakzus	True
4792	cakzus	Cāra-	cAracakzus	True
4792	cakzus	Jana-	janacakzus	True
4792	cakzus	Jñāna-	jYAnacakzus	True
4792	cakzus	Divya-	divyacakzus	True
4792	cakzus	Dharma-	Darmacakzus	True
4792	cakzus	Naya-	nayacakzus	True
4792	cakzus	Nis-	niscakzus	False
4792	cakzus	Mukta-	muktacakzus	True
4792	cakzus	Sa-	sacakzus	True
4798	caYcu	Vāda-	vAdacaYcu	True
4802	cawaka	Mṛga-indra-	mfga-indracawaka	False
4809	caRqa	Ati-	aticaRqa	True
4849	catvAriMSat	Dvā-	dvAcatvAriMSat	True
4854	candana	Ku-	kucandana	True
4854	candana	Hari-	haricandana	True
4856	candra	Ardha-	arDacandra	True
4856	candra	Pūrṇa-	pUrRacandra	True
4856	candra	Rāma-	rAmacandra	True
4856	candra	Śaraccandra	Saraccandra	True
4872	campaka	Śita-	Sitacampaka	False
4877	caya	Agni-	agnicaya	True
4879	car	Dus-	duscar	False
4879	car	Su-	sucar	False
4880	cara	A-	acara	True
4880	cara	Anta-	antacara	True
4880	cara	Antaḥpura-	antaHpuracara	True
4880	cara	Araṇya-	araRyacara	True
4880	cara	Eka-	ekacara	True
4880	cara	Ku-	kucara	True
4880	cara	Kūla-	kUlacara	True
4880	cara	Toya-	toyacara	True
4880	cara	Divā-	divAcara	True
4880	cara	Duścara	duScara	True
4880	cara	Su-duścara	su-duScara	False
4880	cara	Dhārāntara-	DArAntaracara	True
4880	cara	Niśā-	niSAcara	True
4880	cara	Vyomacara	vyomacara	True
4880	cara	Saha-	sahacara	True
4881	caraRa	Tapas-	tapascaraRa	False
4889	caritra	Vi-citra-	vi-citracaritra	False
4896	carcita	Vi-	vicarcita	True
4899	carman	Gala-	galacarman	True
4899	carman	Go-	gocarman	True
4899	carman	Dus-	duscarman	False
4900	carmamaya	Vyāghracarma-maya	vyAGracarma-maya	False
4905	carya	Ku-caryā	ku-caryA	False
4905	carya	Tapaścaryā	tapaScaryA	True
4905	carya	Deva-caryā	deva-caryA	False
4905	carya	Dharma-	Darmacarya	False
4905	carya	Paśu-	paSucarya	False
4905	carya	Brahma-carya	brahma-carya	False
4905	carya	Sa-brahmacarya	sa-brahmacarya	False
4905	carya	Ratha-caryā	raTa-caryA	False
4905	carya	Vrata-	vratacarya	True
4907	carvaRa	Punaḥpunaścarvita-	punaHpunaScarvitacarvaRa	False
4908	carzaRi	Viśva-	viSvacarzaRi	True
4909	cal	A-	acal	False
4912	cala	Nis-	niscala	False
4912	cala	Vi-nis-	vi-niscala	False
4912	cala	Vi-	vicala	True
4912	cala	A-vi-	a-vicala	False
4915	calana	Bhūmi-	BUmicalana	True
4928	cARqAla	Brāhmaṇa-	brAhmaRacARqAla	True
4941	cAndrAyaRa	Yati-	yaticAndrAyaRa	True
4941	cAndrAyaRa	Śiśu-	SiSucAndrAyaRa	True
4942	cApa	Indra-	indracApa	True
4942	cApa	Mahendra-	mahendracApa	True
4942	cApa	Kusuma-, puṣpa-	kusuma-, puzpacApa	False
4942	cApa	Sa-sura-cāpa + m	sa-sura-cApa + m	False
4942	cApa	Skandha-	skanDacApa	True
4944	cApalya	Ati-	aticApalya	True
4944	cApalya	Pāṇi-	pARicApalya	True
4950	cAra	Pāda-	pAdacAra	True
4950	cAra	Saha-	sahacAra	True
4955	cAritra	Dus-	duscAritra	False
4955	cAritra	Duṣṭa-	duzwacAritra	False
4957	cArin	Eka-	ekacArin	True
4957	cArin	Kāma-	kAmacArin	True
4957	cArin	Kha-	KacArin	True
4957	cArin	Gūḍha-	gUQacArin	True
4957	cArin	Citta-	cittacArin	True
4957	cArin	Jala-	jalacArin	True
4957	cArin	Dus-	duscArin	False
4957	cArin	Duṣṭa-	duzwacArin	True
4957	cArin	Dharma-	DarmacArin	True
4957	cArin	Pāda-	pAdacArin	True
4957	cArin	Brah macārin	brah macArin	False
4957	cArin	Saṃgha-	saMGacArin	True
4957	cArin	Saha-	sahacArin	True
4957	cArin	Svacchanda-	svacCandacArin	True
4958	cAru	Sa-	sacAru	True
4966	ci	A-niścita	a-niScita	False
4966	ci	Su-	suci	False
4969	cikitsA	Dus-cikitsa	dus-cikitsa	False
4987	citta	Anya-	anyacitta	True
4987	citta	Eka-	ekacitta	True
4987	citta	Cala-	calacitta	True
4987	citta	Pramoha-	pramohacitta	True
4988	citti	Pūrva-	pUrvacitti	True
4989	citya	Catuścitya	catuScitya	True
4991	citra	Vi-	vicitra	True
4991	citra	Sa-	sacitra	True
5004	cint	A-	acint	False
5004	cint	A-	acint	False
5004	cint	Dus-	duscint	False
5005	cintaka	Kārya-	kAryacintaka	True
5005	cintaka	Daiva-	dEvacintaka	True
5005	cintaka	Sarvārtha-	sarvArTacintaka	True
5005	cintaka	Sthāna-	sTAnacintaka	True
5007	cintA	An-anya-cinta	an-anya-cinta	False
5007	cintA	Niścinta	niScinta	True
5010	cira	A-	acira	True
5010	cira	Na-	nacira	True
5010	cira	Mācira	mAcira	True
5010	cira	Su-cira + m	su-cira + m	False
5030	cIna	Apara-	aparacIna	True
5074	cUqa	Kṛta-cūḍa	kfta-cUqa	False
5074	cUqa	Candra-	candracUqa	True
5074	cUqa	Pañcacūḍa	paYcacUqa	True
5074	cUqa	Puṣkara-	puzkaracUqa	True
5074	cUqa	Svarṇa-	svarRacUqa	True
5081	cUrRa	Yoga-	yogacUrRa	True
5081	cUrRa	Rāga-	rAgacUrRa	True
5092	cetana	A-	acetana	True
5092	cetana	Nis-	niscetana	False
5092	cetana	Vi-	vicetana	True
5092	cetana	Sa-	sacetana	True
5095	cetas	A-	acetas	True
5095	cetas	Duṣṭa-	duzwacetas	True
5095	cetas	Nis	nis	True
5095	cetas	Manda-	mandacetas	True
5095	cetas	Vi-	vicetas	True
5095	cetas	Vyākula-	vyAkulacetas	True
5095	cetas	Sa-	sacetas	True
5101	cela	Ku-	kucela	True
5101	cela	Sa-	sacela	True
5103	cezw	Dus-	duscezw	False
5104	cezwa	Karmaceṣṭā	karmacezwA	True
5104	cezwa	Niśceṣṭa	niScezwa	True
5104	cezwa	Sa-	sacezwa	True
5110	cEtya	Grāma-	grAmacEtya	True
5128	cOra	Bhitti-	BitticOra	True
5128	cOra	Strī-	strIcOra	True
5138	cyuti	Garbha-	garBacyuti	True
5142	Cattra	Ahicchattra	ahicCattra	True
5147	Cad	Su-	suCad	False
5150	Cada	Uttara-	uttaraCada	False
5150	Cada	Ghana-	GanaCada	False
5150	Cada	Tanu-	tanuCada	False
5150	Cada	Danta-	dantaCada	False
5150	Cada	Dus-	dusCada	False
5150	Cada	Rada-	radaCada	True
5150	Cada	Sita-	sitaCada	True
5154	Cadman	Kūṭa-	kUwaCadman	False
5158	Canda	A-	aCanda	False
5158	Canda	Para-	paraCanda	True
5158	Canda	Sva-	svaCanda	True
5160	Candas	Niś-chandas	niS-Candas	False
5177	CAga	Vana-	vanaCAga	True
5186	CAya	Eka-	ekaCAya	False
5186	CAya	Vi-	viCAya	True
5186	CAya	Vṛkṣa-	vfkzaCAya	False
5190	Cid	Duścid	duScid	False
5193	Cidra	A-cchidra	a-cCidra	False
5193	Cidra	Niśchidra	niSCidra	True
5208	Ceda	Bhakti-	BaktiCeda	False
5208	Ceda	Sa-	saCeda	False
5208	Ceda	Sthāṇu-	sTARuCeda	True
5217	jagat	A-jagat	a-jagat	False
5217	jagat	Tri-jagat	tri-jagat	False
5231	jaNGA	Tāla-	tAlajaNGA	False
5231	jaNGA	Su-	sujaNGA	False
5236	jawa	Tri-jaṭa	tri-jawa	False
5236	jawa	Śikhā-	SiKAjawa	True
5244	jaqa	A-jaḍa	a-jaqa	False
5248	jatu	Śilā-	SilAjatu	True
5250	jan	A-jāta	a-jAta	False
5250	jan	Eka-	ekajan	False
5250	jan	Kula-	kulajan	False
5250	jan	Cira-	cirajan	False
5250	jan	Dus-	dusjan	False
5250	jan	Yathā-	yaTAjan	False
5250	jan	Su-	sujan	False
5250	jan	Janya	janya	True
5251	jana	A-	ajana	True
5251	jana	Antaḥpura-	antaHpurajana	True
5251	jana	A-sajjana	a-sajjana	False
5251	jana	Kula-	kulajana	True
5251	jana	Guru-	gurujana	True
5251	jana	Grāma-bāla-	grAma-bAlajana	False
5251	jana	Capalā-	capalAjana	True
5251	jana	Tiryagjana	tiryagjana	True
5251	jana	Dāsa-	dAsajana	True
5251	jana	Dus-	dusjana	False
5251	jana	Pañcajana	paYcajana	True
5251	jana	Puṇya-	puRyajana	True
5251	jana	Pṛthagjana	pfTagjana	True
5251	jana	Paura-	pOrajana	True
5251	jana	Mahā-	mahAjana	True
5251	jana	Vi-	vijana	True
5251	jana	Viśva-	viSvajana	True
5251	jana	Su-	sujana	True
5251	jana	Sva-	svajana	True
5252	janaka	Yamunā-	yamunAjanaka	True
5254	janatA	Su-	sujanatA	True
5255	janana	Strī-jananī	strI-jananI	False
5263	jantu	Karkaṭī-	karkawIjantu	False
5263	jantu	Jala-	jalajantu	True
5265	janman	Agra-	agrajanman	True
5265	janman	Antya-	antyajanman	True
5265	janman	Ambhoja-	amBojajanman	True
5265	janman	Ātmajanman	Atmajanman	True
5265	janman	Ūru	Uru	True
5265	janman	Kumbha-	kumBajanman	True
5265	janman	Citta-	cittajanman	True
5265	janman	Dvi-	dvijanman	True
5265	janman	Punar-	punarjanman	True
5265	janman	Pūrva-	pUrvajanman	True
5265	janman	Brahmajanman	brahmajanman	True
5265	janman	Vi-	vijanman	True
5265	janman	Śara-	Sarajanman	True
5265	janman	Saṃkalpa-	saMkalpajanman	True
5265	janman	Saroj˚	saroj˚	False
5279	jambAla	Sa-	sajambAla	True
5280	jambu	Bhū-jambū	BU-jambU	False
5287	jaya	A-	ajaya	True
5287	jaya	Kakubjaya	kakubjaya	True
5287	jaya	Dus-	dusjaya	False
5287	jaya	Su-dus-	su-dusjaya	False
5287	jaya	Rakka-	rakkajaya	False
5297	jaras	A-jara	a-jara	False
5297	jaras	A-jaras	a-jaras	False
5311	jala	Ati-	atijala	True
5311	jala	Gandha-	ganDajala	True
5311	jala	Netra-	netrajala	True
5311	jala	Rajanī-	rajanIjala	True
5311	jala	Sa-	sajala	True
5325	jalUkA	Tṛṇa-	tfRajalUkA	True
5336	java	Ati-	atijava	True
5336	java	Manojava	manojava	True
5336	java	Mahā-	mahAjava	True
5338	javas	Su-	sujavas	True
5350	jANgala	Kuru-	kurujANgala	True
5358	jAti	A-jāti	a-jAti	False
5358	jAti	Eka-	ekajAti	True
5358	jAti	Dus-	dusjAti	False
5358	jAti	Dvi-	dvijAti	True
5358	jAti	Pūrva-	pUrvajAti	True
5358	jAti	Mṛga-	mfgajAti	True
5358	jAti	Sa-	sajAti	True
5358	jAti	Hīna-	hInajAti	True
5363	jAtIya	Dus-	dusjAtIya	False
5363	jAtIya	Vi-	vijAtIya	True
5363	jAtIya	Sa-	sajAtIya	True
5363	jAtIya	Samāna-	samAnajAtIya	True
5363	jAtIya	Sva-	svajAtIya	True
5368	jAnapada	Paura-	pOrajAnapada	True
5372	jAnu	Antar-	antarjAnu	True
5372	jAnu	Indra-	indrajAnu	True
5372	jAnu	Jānu-vi-	jAnu-vijAnu	False
5372	jAnu	Saṃhata-	saMhatajAnu	True
5373	jApa	Karṇa-	karRajApa	True
5400	jAla	Indra-	indrajAla	True
5400	jAla	Dhvānta-	DvAntajAla	True
5400	jAla	Muktā-	muktAjAla	True
5400	jAla	Vindu-	vindujAla	True
5412	jigIzA	Guru-jigīṣa	guru-jigIza	False
5429	jizRu	Sa-	sajizRu	True
5434	jihma	A-	ajihma	True
5434	jihma	Vi-	vijihma	True
5438	jihva	Adhi-	aDijihva	True
5438	jihva	Dīrgha-	dIrGajihva	True
5438	jihva	Dvi-	dvijihva	True
5438	jihva	Saptaj˚	saptaj˚	False
5438	jihva	Sthira-	sTirajihva	True
5446	jIva	Dus-	dusjIva	False
5446	jIva	Nis-	nisjIva	False
5446	jIva	Su-	sujIva	True
5447	jIvaka	Raṅga-	raNgajIvaka	True
5451	jIvana	A-	ajIvana	True
5451	jIvana	Dāsa-	dAsajIvana	True
5451	jIvana	Dharma-	DarmajIvana	True
5451	jIvana	Mṛga-	mfgajIvana	True
5458	jIvin	Dīrgha-	dIrGajIvin	True
5458	jIvin	Buddhi-	budDijIvin	True
5458	jIvin	Jala-	jalajIvin	True
5458	jIvin	Śyena-	SyenajIvin	True
5458	jIvin	Saṃgha-	saMGajIvin	True
5458	jIvin	Saṃcāra-	saMcArajIvin	True
5458	jIvin	Surā-	surAjIvin	True
5461	jugupsA	A-jugupsa	a-jugupsa	False
5474	jUwa	Jaṭā-jūṭa	jawA-jUwa	False
5483	jF	A-	ajF	False
5497	jYa	A-	ajYa	True
5497	jYa	Manojña	manojYa	True
5497	jYa	Sarva-	sarvajYa	True
5501	jYA	A-	ajYA	True
5503	jYAti	A-	ajYAti	True
5503	jYAti	Nis-	nisjYAti	False
5503	jYAti	Sva-	svajYAti	True
5506	jYAna	A-	ajYAna	True
5506	jYAna	Ātmajnāna	AtmajnAna	False
5506	jYAna	Dus-	dusjYAna	False
5518	jyA	Sa-jya	sa-jya	False
5525	jyezWa	A-	ajyezWa	True
5525	jyezWa	Yathā-jyeṣṭha + m	yaTA-jyezWa + m	False
5538	jyotis	Antar-	antarjyotis	True
5538	jyotis	Sa-	sajyotis	True
5546	jvara	Gata-	gatajvara	True
5546	jvara	Jīrṇa-	jIrRajvara	True
5546	jvara	Jīrṇāmaya-	jIrRAmayajvara	True
5546	jvara	Dāha-	dAhajvara	True
5546	jvara	Maithuna-	mETunajvara	True
5546	jvara	Ratha-	raTajvara	True
5552	jvAla	Saptaj˚	saptaj˚	False
5552	jvAla	Hemaj˚	hemaj˚	False
5637	tawa	A-	atawa	True
5637	tawa	Diś-	diStawa	False
5637	tawa	Vidruma-	vidrumatawa	True
5640	tawinI	A-mara-	a-maratawinI	False
5648	taqit	Sendrāyudha-	sendrAyuDataqit	True
5657	tattva	Nis-	nistattva	True
5657	tattva	Yathā-tattva + m	yaTA-tattva + m	False
5657	tattva	Sa-	satattva	True
5663	taTA	Yathā-tatha + m	yaTA-taTa + m	False
5663	taTA	A-yathā-tatha + m	a-yaTA-taTa + m	False
5663	taTA	Vi-tatha	vi-taTa	False
5663	taTA	˚tham	˚Tam	False
5663	taTA	a-vitatha	a-vitaTa	False
5678	tanaya	Pavana-	pavanatanaya	True
5678	tanaya	Rādhā-	rADAtanaya	True
5678	tanaya	Sūrya-	sUryatanaya	True
5679	tanu	A-	atanu	True
5679	tanu	Ardha-	arDatanu	True
5679	tanu	Vāmana-	vAmanatanu	True
5679	tanu	Su-	sutanu	True
5682	tanutA	Su-	sutanutA	True
5689	tantu	Āśā-	ASAtantu	True
5689	tantu	Tṛṣṇā-	tfzRAtantu	False
5689	tantu	Nis-	nistantu	True
5689	tantu	Prajā-	prajAtantu	True
5689	tantu	Saptat˚	saptat˚	False
5689	tantu	Sūtra-	sUtratantu	True
5693	tantra	A-tantrī	a-tantrI	False
5693	tantra	Ātmatantra	Atmatantra	True
5693	tantra	Ku-tantrī	ku-tantrI	False
5693	tantra	Pañcatantra	paYcatantra	True
5693	tantra	Para-tantra	para-tantra	False
5693	tantra	Su-tantrī	su-tantrI	False
5693	tantra	Sva-tantra	sva-tantra	False
5693	tantra	A-sna-tantra	a-sna-tantra	False
5703	tandri	A-tandrī	a-tandrI	False
5705	tandrin	A-	atandrin	True
5712	tapa	Su-	sutapa	True
5715	tapas	A-	atapas	True
5715	tapas	Dīrgha-	dIrGatapas	True
5715	tapas	Pañcatapas	paYcatapas	True
5715	tapas	Mahā-	mahAtapas	True
5715	tapas	Su-mahā-	su-mahAtapas	False
5719	tapasvin	Ati-	atitapasvin	True
5728	tamas	Dīrgha-	dIrGatamas	True
5734	tamisra	A-	atamisra	True
5745	tara	Dus-	dustara	True
5745	tara	A-su-	a-sutara	False
5748	taraNga	Ud-	udtaraNga	False
5750	taraNgin	rājata-raṇgiṇī	rAjata-raRgiRI	False
5751	taraRa	Dus-	dustaraRa	True
5751	taraRa	Pratīpa-	pratIpataraRa	True
5763	taru	Kalpa-	kalpataru	True
5763	taru	Chāyā-	CAyAtaru	True
5763	taru	Prati-	pratitaru	True
5763	taru	Śikhā-	SiKAtaru	True
5767	tark	A-tarkya	a-tarkya	False
5768	tarka	Ku-	kutarka	True
5772	tarkuwa	Sūtra-	sUtratarkuwa	False
5777	tarpaRa	Apa-	apatarpaRa	True
5777	tarpaRa	Ghrāṇa-tarpaṇa	GrARa-tarpaRa	False
5777	tarpaRa	Pitṛ-	pitftarpaRa	True
5784	tala	A-	atala	True
5784	tala	Adhas-	aDastala	True
5784	tala	Kara-	karatala	True
5784	tala	Talātala	talAtala	True
5784	tala	Pāda-	pAdatala	True
5784	tala	Bhū-	BUtala	True
5784	tala	Mahā-	mahAtala	True
5784	tala	Mahī-	mahItala	True
5784	tala	Rasā-	rasAtala	True
5784	tala	Vaṭa-	vawatala	False
5784	tala	Vi-	vitala	True
5784	tala	Vṛkṣa-	vfkzatala	True
5784	tala	Śilā-	SilAtala	True
5784	tala	Su-	sutala	True
5784	tala	Hasta-	hastatala	True
5786	talatra	Sa-	satalatra	True
5788	talpa	Guru-	gurutalpa	True
5791	tavas	Sva-	svatavas	True
5811	tAna	Eka-	ekatAna	True
5813	tAntava	Śaṇa-	SaRatAntava	True
5816	tApa	Paścāt-	paScAttApa	True
5820	tApasa	Kapaṭa-	kapawatApasa	True
5820	tApasa	Ku-	kutApasa	True
5825	tAmisra	Andha-	anDatAmisra	True
5826	tAmbUla	Vāsa-	vAsatAmbUla	True
5835	tAra	Dus-	dustAra	True
5850	tAla	Apara-	aparatAla	True
5850	tAla	Eka-tāla	eka-tAla	False
5850	tAla	Kāṃsya-	kAMsyatAla	True
5850	tAla	Tala-	talatAla	True
5850	tAla	Manas-	manastAla	True
5850	tAla	Su-rata-	su-ratatAla	False
5858	tAvant	Dvis-	dvistAvant	False
5861	tiktaka	Kaṭu-	kawutiktaka	True
5874	tiTi	Dus-	dustiTi	True
5880	timiMgila	Timi-	timitimiMgila	True
5881	timira	Nis-	nistimira	True
5887	tiraScIna	Ā-	AtiraScIna	True
5921	tIkzRa	Su-	sutIkzRa	True
5927	tIrTa	Apsaras-	apsarastIrTa	True
5927	tIrTa	Dus-	dustIrTa	True
5927	tIrTa	Sa-	satIrTa	True
5952	tuRqa	Kaṅka-	kaNkatuRqa	True
5952	tuRqa	Siṃha-	siMhatuRqa	True
5982	tulA	A-tula	a-tula	False
5982	tulA	Kūṭa-	kUwatulA	True
5983	tulya	Māsa-	mAsatulya	True
5983	tulya	Śarīra-	SarIratulya	True
5989	tuz	A-	atuz	False
5989	tuz	Dus-saṃtuṣṭa	dus-saMtuzwa	False
5989	tuz	Su-	sutuz	False
5999	tURa	Pūrṇa-	pUrRatURa	True
6009	tUla	Haṃsa-	haMsatUla	True
6033	tfpti	Ati-	atitfpti	True
6037	tfz	Mṛga-	mfgatfz	True
6037	tfz	Sa-	satfz	True
6038	tfzA	Mṛga-	mfgatfzA	True
6040	tfzRA	Ati-	atitfzRA	True
6040	tfzRA	Ati-tṛṣṇa	ati-tfzRa	False
6040	tfzRA	Mṛga-	mfgatfzRA	True
6040	tfzRA	Vi-	vitfzRA	True
6040	tfzRA	Sa-tṛṣṇa + m	sa-tfzRa + m	False
6043	tF	Dus-	dustF	False
6045	tejana	Agni-jvalita-	agni-jvalitatejana	False
6046	tejas	A-mita-	a-mitatejas	False
6046	tejas	Tigma-	tigmatejas	True
6046	tejas	Nis-	nistejas	True
6046	tejas	Mahā-	mahAtejas	True
6046	tejas	Brahmatejas	brahmatejas	True
6046	tejas	Māṃsa-	mAMsatejas	True
6046	tejas	Samāna-	samAnatejas	True
6046	tejas	Su-	sutejas	True
6053	tejomaya	Sarva-	sarvatejomaya	True
6053	tejomaya	Brahma-tejomaya	brahma-tejomaya	False
6067	tEla	Gandha-	ganDatEla	True
6067	tEla	Tila-	tilatEla	True
6082	toya	Antastoya	antastoya	True
6082	toya	Nis-	nistoya	True
6088	toraRa	Ud-	udtoraRa	False
6088	toraRa	Kautuka-	kOtukatoraRa	True
6091	toza	Dus-	dustoza	True
6100	tyaj	Tanu-	tanutyaj	True
6102	tyAga	Ātmatyāya	AtmatyAya	False
6102	tyAga	Tanu-	tanutyAga	True
6102	tyAga	Deha-	dehatyAga	True
6102	tyAga	Sthāna-	sTAnatyAga	True
6105	tyAgin	Ātmatyāgin	AtmatyAgin	True
6114	trapa	A-trapa	a-trapa	False
6118	traya	Agni-	agnitraya	True
6123	trayodaSan	Ardha-	arDatrayodaSan	False
6126	tras	A-trasta	a-trasta	False
6131	trasnu	A-	atrasnu	True
6131	trasnu	An-ati-	an-atitrasnu	False
6133	trARa	Aṅguli-	aNgulitrARa	True
6133	trARa	Tala-	talatrARa	True
6133	trARa	Pāda-	pAdatrARa	True
6134	trAtf	Makha-	maKatrAtf	True
6135	trAman	Su-	sutrAman	True
6136	trAsa	Jala-	jalatrAsa	True
6138	trAsin	Jala-	jalatrAsin	True
6140	triMSa	Catustṛṃśa	catustfMSa	False
6140	triMSa	Dvā-	dvAtriMSa	True
6140	triMSa	Pañcatriṃśa	paYcatriMSa	True
6141	triMSat	Dvā-	dvAtriMSat	True
6141	triMSat	Ṣaṭ-triṃśat	zaw-triMSat	False
6171	tretA	Agni-	agnitretA	True
6215	tvarA	A-	atvarA	True
6215	tvarA	Sa-tvara	sa-tvara	False
6234	daMSa	Vṛka-	vfkadaMSa	True
6234	daMSa	Vṛṣa-daṃś + a	vfza-daMS + a	False
6235	daMSaka	Sa-	sadaMSaka	True
6237	daMSita	Su-	sudaMSita	True
6238	daMzwra	Ayas-	ayasdaMzwra	False
6238	daMzwra	Tīkṣṇa-	tIkzRadaMzwra	True
6238	daMzwra	Puṣpa-	puzpadaMzwra	True
6238	daMzwra	Sthira-	sTiradaMzwra	True
6241	daMsas	Su-	sudaMsas	True
6247	dakziRa	A-dakṣiṇa	a-dakziRa	False
6247	dakziRa	A-bhaya-dakṣiṇā	a-Baya-dakziRA	False
6247	dakziRa	Pūrva-	pUrvadakziRa	True
6247	dakziRa	Prāṇa-dakṣiṇā	prARa-dakziRA	False
6247	dakziRa	Bhūri-dakṣiṇa	BUri-dakziRa	False
6247	dakziRa	Sa-dakṣiṇa	sa-dakziRa	False
6257	daRq	A-daṇḍya	a-daRqya	False
6258	daRqa	Ud-	uddaRqa	True
6258	daRqa	Khara-	KaradaRqa	True
6258	daRqa	Tri-	tridaRqa	True
6258	daRqa	Dhana-	DanadaRqa	True
6258	daRqa	Dhik-	DikdaRqa	False
6258	daRqa	Manas-	manasdaRqa	False
6258	daRqa	Mahā-	mahAdaRqa	True
6258	daRqa	Rājanirdhūta-	rAjanirDUtadaRqa	True
6258	daRqa	Vāgdaṇḍa	vAgdaRqa	True
6258	daRqa	Vāṇa-	vARadaRqa	True
6258	daRqa	Vīṇā-	vIRAdaRqa	True
6259	daRqaka	Tri-	tridaRqaka	True
6264	daRqin	Tri-	tridaRqin	True
6277	danta	Īśā-	ISAdanta	True
6277	danta	Catur-	caturdanta	True
6277	danta	Nāga-	nAgadanta	True
6277	danta	Puṣpa-	puzpadanta	True
6277	danta	Rājad˚	rAjad˚	False
6277	danta	Hastid˚	hastid˚	False
6278	dantaka	Nāga-	nAgadantaka	True
6291	daBra	A-	adaBra	True
6292	dam	Dus-	dusdam	False
6293	dama	Dus-	dusdama	False
6293	dama	Su-	sudama	True
6295	damana	Sarva-	sarvadamana	True
6299	damin	Kāma-damin + ī	kAma-damin + I	False
6302	damBa	A-	adamBa	True
6302	damBa	Vīta-	vItadamBa	True
6306	day	Samudra-	samudraday	False
6306	day	Su-	suday	False
6307	dayA	A-daya + m	a-daya + m	False
6307	dayA	Nirdaya	nirdaya	True
6307	dayA	Bhūta-	BUtadayA	True
6307	dayA	Sa-	sadayA	False
6311	dara	Sa-	sadara	True
6319	dardura	Kūpa-	kUpadardura	True
6320	darpa	Ati-	atidarpa	True
6320	darpa	Bhagna-	Bagnadarpa	True
6320	darpa	Sa-	sadarpa	True
6320	darpa	Sam-iddha-	sam-idDadarpa	False
6327	darSa	Ātmadarśa	AtmadarSa	True
6327	darSa	Dus-	dusdarSa	False
6327	darSa	Su-dus-	su-dusdarSa	False
6328	darSaka	Pāra-	pAradarSaka	True
6330	darSana	A-	adarSana	True
6330	darSana	Acchidra-	acCidradarSana	True
6330	darSana	Adbhuta-	adButadarSana	True
6330	darSana	An-ati-	an-atidarSana	False
6330	darSana	Ātmadarśana	AtmadarSana	True
6330	darSana	Tulya-	tulyadarSana	True
6330	darSana	Dāra-	dAradarSana	False
